,Page_Number,Search_Result_Title,Search_Result_URL,Search_Result_Description
0,1,JavaScript Tutorial - W3Schools,https://www.w3schools.com/js/,JavaScript is the world's most popular programming language. JavaScript is the programming language of the Web. JavaScript is easy to learn.
1,1,JavaScript.com,https://www.javascript.com/,JavaScript.com is a resource for the JavaScript community. You will find resources and examples for JavaScript beginners as well as support for JavaScript ...
2,1,JavaScript - MDN Web Docs - Mozilla,https://developer.mozilla.org/en-US/docs/Web/JavaScript,"13-Sept-2022 — JavaScript (JS) is a lightweight, interpreted, or just-in-time compiled programming language with first-class functions."
3,1,JavaScript - Wikipedia,https://en.wikipedia.org/wiki/JavaScript,"JavaScript often abbreviated as JS, is a programming language that is one of the core technologies of the World Wide Web, alongside HTML and CSS."
4,1,The Modern JavaScript Tutorial,https://javascript.info/,"Modern JavaScript Tutorial: simple, but detailed explanations with examples and tasks, including: closures, document and events, object oriented programming ..."
5,1,Javascript Tutorial - Tutorialspoint,https://www.tutorialspoint.com/javascript/index.htm,"JavaScript is a lightweight, interpreted programming language. It is designed for creating network-centric applications. It is complimentary to and ..."
6,1,Learn JavaScript Tutorial - Javatpoint,https://www.javatpoint.com/javascript-tutorial,"JavaScript (js) is a light-weight object-oriented programming language which is used by several websites for scripting the webpages. It is an interpreted, full- ..."
7,1,JavaScript Courses & Tutorials - Codecademy,https://www.codecademy.com/catalog/language/javascript,The JavaScript programming language is fun and flexible. It's one of the core technologies of web development and can be used on both the front-end and the ...
8,2,JavaScript Tutorial - W3Schools,https://www.w3schools.com/js/,JavaScript is the world's most popular programming language. JavaScript is the programming language of the Web. JavaScript is easy to learn.
9,2,JavaScript.com,https://www.javascript.com/,JavaScript.com is a resource for the JavaScript community. You will find resources and examples for JavaScript beginners as well as support for JavaScript ...
10,2,JavaScript - MDN Web Docs - Mozilla,https://developer.mozilla.org/en-US/docs/Web/JavaScript,"13-Sept-2022 — JavaScript (JS) is a lightweight, interpreted, or just-in-time compiled programming language with first-class functions."
11,2,JavaScript - Wikipedia,https://en.wikipedia.org/wiki/JavaScript,"JavaScript often abbreviated as JS, is a programming language that is one of the core technologies of the World Wide Web, alongside HTML and CSS."
12,2,The Modern JavaScript Tutorial,https://javascript.info/,"Modern JavaScript Tutorial: simple, but detailed explanations with examples and tasks, including: closures, document and events, object oriented programming ..."
13,2,Javascript Tutorial - Tutorialspoint,https://www.tutorialspoint.com/javascript/index.htm,"JavaScript is a lightweight, interpreted programming language. It is designed for creating network-centric applications. It is complimentary to and ..."
14,2,Learn JavaScript Tutorial - Javatpoint,https://www.javatpoint.com/javascript-tutorial,"JavaScript (js) is a light-weight object-oriented programming language which is used by several websites for scripting the webpages. It is an interpreted, full- ..."
15,2,JavaScript Courses & Tutorials - Codecademy,https://www.codecademy.com/catalog/language/javascript,The JavaScript programming language is fun and flexible. It's one of the core technologies of web development and can be used on both the front-end and the ...
16,3,JavaScript Tutorial - W3Schools,https://www.w3schools.com/js/,JavaScript is the world's most popular programming language. JavaScript is the programming language of the Web. JavaScript is easy to learn.
17,3,JavaScript.com,https://www.javascript.com/,JavaScript.com is a resource for the JavaScript community. You will find resources and examples for JavaScript beginners as well as support for JavaScript ...
18,3,JavaScript - MDN Web Docs - Mozilla,https://developer.mozilla.org/en-US/docs/Web/JavaScript,"13-Sept-2022 — JavaScript (JS) is a lightweight, interpreted, or just-in-time compiled programming language with first-class functions."
19,3,JavaScript - Wikipedia,https://en.wikipedia.org/wiki/JavaScript,"JavaScript often abbreviated as JS, is a programming language that is one of the core technologies of the World Wide Web, alongside HTML and CSS."
20,3,The Modern JavaScript Tutorial,https://javascript.info/,"Modern JavaScript Tutorial: simple, but detailed explanations with examples and tasks, including: closures, document and events, object oriented programming ..."
21,3,Javascript Tutorial - Tutorialspoint,https://www.tutorialspoint.com/javascript/index.htm,"JavaScript is a lightweight, interpreted programming language. It is designed for creating network-centric applications. It is complimentary to and ..."
22,3,Learn JavaScript Tutorial - Javatpoint,https://www.javatpoint.com/javascript-tutorial,"JavaScript (js) is a light-weight object-oriented programming language which is used by several websites for scripting the webpages. It is an interpreted, full- ..."
23,3,JavaScript Courses & Tutorials - Codecademy,https://www.codecademy.com/catalog/language/javascript,The JavaScript programming language is fun and flexible. It's one of the core technologies of web development and can be used on both the front-end and the ...
24,4,JavaScript Tutorial - W3Schools,https://www.w3schools.com/js/,JavaScript is the world's most popular programming language. JavaScript is the programming language of the Web. JavaScript is easy to learn.
25,4,JavaScript.com,https://www.javascript.com/,JavaScript.com is a resource for the JavaScript community. You will find resources and examples for JavaScript beginners as well as support for JavaScript ...
26,4,JavaScript - MDN Web Docs - Mozilla,https://developer.mozilla.org/en-US/docs/Web/JavaScript,"13-Sept-2022 — JavaScript (JS) is a lightweight, interpreted, or just-in-time compiled programming language with first-class functions."
27,4,JavaScript - Wikipedia,https://en.wikipedia.org/wiki/JavaScript,"JavaScript often abbreviated as JS, is a programming language that is one of the core technologies of the World Wide Web, alongside HTML and CSS."
28,4,The Modern JavaScript Tutorial,https://javascript.info/,"Modern JavaScript Tutorial: simple, but detailed explanations with examples and tasks, including: closures, document and events, object oriented programming ..."
29,4,Javascript Tutorial - Tutorialspoint,https://www.tutorialspoint.com/javascript/index.htm,"JavaScript is a lightweight, interpreted programming language. It is designed for creating network-centric applications. It is complimentary to and ..."
30,4,Learn JavaScript Tutorial - Javatpoint,https://www.javatpoint.com/javascript-tutorial,"JavaScript (js) is a light-weight object-oriented programming language which is used by several websites for scripting the webpages. It is an interpreted, full- ..."
31,4,JavaScript Courses & Tutorials - Codecademy,https://www.codecademy.com/catalog/language/javascript,The JavaScript programming language is fun and flexible. It's one of the core technologies of web development and can be used on both the front-end and the ...
32,5,JavaScript Tutorial - W3Schools,https://www.w3schools.com/js/,JavaScript is the world's most popular programming language. JavaScript is the programming language of the Web. JavaScript is easy to learn.
33,5,JavaScript.com,https://www.javascript.com/,JavaScript.com is a resource for the JavaScript community. You will find resources and examples for JavaScript beginners as well as support for JavaScript ...
34,5,JavaScript - MDN Web Docs - Mozilla,https://developer.mozilla.org/en-US/docs/Web/JavaScript,"13-Sept-2022 — JavaScript (JS) is a lightweight, interpreted, or just-in-time compiled programming language with first-class functions."
35,5,JavaScript - Wikipedia,https://en.wikipedia.org/wiki/JavaScript,"JavaScript often abbreviated as JS, is a programming language that is one of the core technologies of the World Wide Web, alongside HTML and CSS."
36,5,The Modern JavaScript Tutorial,https://javascript.info/,"Modern JavaScript Tutorial: simple, but detailed explanations with examples and tasks, including: closures, document and events, object oriented programming ..."
37,5,Javascript Tutorial - Tutorialspoint,https://www.tutorialspoint.com/javascript/index.htm,"JavaScript is a lightweight, interpreted programming language. It is designed for creating network-centric applications. It is complimentary to and ..."
38,5,Learn JavaScript Tutorial - Javatpoint,https://www.javatpoint.com/javascript-tutorial,"JavaScript (js) is a light-weight object-oriented programming language which is used by several websites for scripting the webpages. It is an interpreted, full- ..."
39,5,JavaScript Courses & Tutorials - Codecademy,https://www.codecademy.com/catalog/language/javascript,The JavaScript programming language is fun and flexible. It's one of the core technologies of web development and can be used on both the front-end and the ...
40,6,JavaScript Tutorial - W3Schools,https://www.w3schools.com/js/,JavaScript is the world's most popular programming language. JavaScript is the programming language of the Web. JavaScript is easy to learn.
41,6,JavaScript.com,https://www.javascript.com/,JavaScript.com is a resource for the JavaScript community. You will find resources and examples for JavaScript beginners as well as support for JavaScript ...
42,6,JavaScript - MDN Web Docs - Mozilla,https://developer.mozilla.org/en-US/docs/Web/JavaScript,"13-Sept-2022 — JavaScript (JS) is a lightweight, interpreted, or just-in-time compiled programming language with first-class functions."
43,6,JavaScript - Wikipedia,https://en.wikipedia.org/wiki/JavaScript,"JavaScript often abbreviated as JS, is a programming language that is one of the core technologies of the World Wide Web, alongside HTML and CSS."
44,6,The Modern JavaScript Tutorial,https://javascript.info/,"Modern JavaScript Tutorial: simple, but detailed explanations with examples and tasks, including: closures, document and events, object oriented programming ..."
45,6,Javascript Tutorial - Tutorialspoint,https://www.tutorialspoint.com/javascript/index.htm,"JavaScript is a lightweight, interpreted programming language. It is designed for creating network-centric applications. It is complimentary to and ..."
46,6,Learn JavaScript Tutorial - Javatpoint,https://www.javatpoint.com/javascript-tutorial,"JavaScript (js) is a light-weight object-oriented programming language which is used by several websites for scripting the webpages. It is an interpreted, full- ..."
47,6,JavaScript Courses & Tutorials - Codecademy,https://www.codecademy.com/catalog/language/javascript,The JavaScript programming language is fun and flexible. It's one of the core technologies of web development and can be used on both the front-end and the ...
48,7,JavaScript Tutorial - W3Schools,https://www.w3schools.com/js/,JavaScript is the world's most popular programming language. JavaScript is the programming language of the Web. JavaScript is easy to learn.
49,7,JavaScript.com,https://www.javascript.com/,JavaScript.com is a resource for the JavaScript community. You will find resources and examples for JavaScript beginners as well as support for JavaScript ...
50,7,JavaScript - MDN Web Docs - Mozilla,https://developer.mozilla.org/en-US/docs/Web/JavaScript,"13-Sept-2022 — JavaScript (JS) is a lightweight, interpreted, or just-in-time compiled programming language with first-class functions."
51,7,JavaScript - Wikipedia,https://en.wikipedia.org/wiki/JavaScript,"JavaScript often abbreviated as JS, is a programming language that is one of the core technologies of the World Wide Web, alongside HTML and CSS."
52,7,The Modern JavaScript Tutorial,https://javascript.info/,"Modern JavaScript Tutorial: simple, but detailed explanations with examples and tasks, including: closures, document and events, object oriented programming ..."
53,7,Javascript Tutorial - Tutorialspoint,https://www.tutorialspoint.com/javascript/index.htm,"JavaScript is a lightweight, interpreted programming language. It is designed for creating network-centric applications. It is complimentary to and ..."
54,7,Learn JavaScript Tutorial - Javatpoint,https://www.javatpoint.com/javascript-tutorial,"JavaScript (js) is a light-weight object-oriented programming language which is used by several websites for scripting the webpages. It is an interpreted, full- ..."
55,7,JavaScript Courses & Tutorials - Codecademy,https://www.codecademy.com/catalog/language/javascript,The JavaScript programming language is fun and flexible. It's one of the core technologies of web development and can be used on both the front-end and the ...
56,8,JavaScript Tutorial - W3Schools,https://www.w3schools.com/js/,JavaScript is the world's most popular programming language. JavaScript is the programming language of the Web. JavaScript is easy to learn.
57,8,JavaScript.com,https://www.javascript.com/,JavaScript.com is a resource for the JavaScript community. You will find resources and examples for JavaScript beginners as well as support for JavaScript ...
58,8,JavaScript - MDN Web Docs - Mozilla,https://developer.mozilla.org/en-US/docs/Web/JavaScript,"13-Sept-2022 — JavaScript (JS) is a lightweight, interpreted, or just-in-time compiled programming language with first-class functions."
59,8,JavaScript - Wikipedia,https://en.wikipedia.org/wiki/JavaScript,"JavaScript often abbreviated as JS, is a programming language that is one of the core technologies of the World Wide Web, alongside HTML and CSS."
60,8,The Modern JavaScript Tutorial,https://javascript.info/,"Modern JavaScript Tutorial: simple, but detailed explanations with examples and tasks, including: closures, document and events, object oriented programming ..."
61,8,Javascript Tutorial - Tutorialspoint,https://www.tutorialspoint.com/javascript/index.htm,"JavaScript is a lightweight, interpreted programming language. It is designed for creating network-centric applications. It is complimentary to and ..."
62,8,Learn JavaScript Tutorial - Javatpoint,https://www.javatpoint.com/javascript-tutorial,"JavaScript (js) is a light-weight object-oriented programming language which is used by several websites for scripting the webpages. It is an interpreted, full- ..."
63,8,JavaScript Courses & Tutorials - Codecademy,https://www.codecademy.com/catalog/language/javascript,The JavaScript programming language is fun and flexible. It's one of the core technologies of web development and can be used on both the front-end and the ...
64,9,JavaScript Tutorial - W3Schools,https://www.w3schools.com/js/,JavaScript is the world's most popular programming language. JavaScript is the programming language of the Web. JavaScript is easy to learn.
65,9,JavaScript.com,https://www.javascript.com/,JavaScript.com is a resource for the JavaScript community. You will find resources and examples for JavaScript beginners as well as support for JavaScript ...
66,9,JavaScript - MDN Web Docs - Mozilla,https://developer.mozilla.org/en-US/docs/Web/JavaScript,"13-Sept-2022 — JavaScript (JS) is a lightweight, interpreted, or just-in-time compiled programming language with first-class functions."
67,9,JavaScript - Wikipedia,https://en.wikipedia.org/wiki/JavaScript,"JavaScript often abbreviated as JS, is a programming language that is one of the core technologies of the World Wide Web, alongside HTML and CSS."
68,9,The Modern JavaScript Tutorial,https://javascript.info/,"Modern JavaScript Tutorial: simple, but detailed explanations with examples and tasks, including: closures, document and events, object oriented programming ..."
69,9,Javascript Tutorial - Tutorialspoint,https://www.tutorialspoint.com/javascript/index.htm,"JavaScript is a lightweight, interpreted programming language. It is designed for creating network-centric applications. It is complimentary to and ..."
70,9,Learn JavaScript Tutorial - Javatpoint,https://www.javatpoint.com/javascript-tutorial,"JavaScript (js) is a light-weight object-oriented programming language which is used by several websites for scripting the webpages. It is an interpreted, full- ..."
71,9,JavaScript Courses & Tutorials - Codecademy,https://www.codecademy.com/catalog/language/javascript,The JavaScript programming language is fun and flexible. It's one of the core technologies of web development and can be used on both the front-end and the ...
72,10,JavaScript Tutorial - W3Schools,https://www.w3schools.com/js/,JavaScript is the world's most popular programming language. JavaScript is the programming language of the Web. JavaScript is easy to learn.
73,10,JavaScript.com,https://www.javascript.com/,JavaScript.com is a resource for the JavaScript community. You will find resources and examples for JavaScript beginners as well as support for JavaScript ...
74,10,JavaScript - MDN Web Docs - Mozilla,https://developer.mozilla.org/en-US/docs/Web/JavaScript,"13-Sept-2022 — JavaScript (JS) is a lightweight, interpreted, or just-in-time compiled programming language with first-class functions."
75,10,JavaScript - Wikipedia,https://en.wikipedia.org/wiki/JavaScript,"JavaScript often abbreviated as JS, is a programming language that is one of the core technologies of the World Wide Web, alongside HTML and CSS."
76,10,The Modern JavaScript Tutorial,https://javascript.info/,"Modern JavaScript Tutorial: simple, but detailed explanations with examples and tasks, including: closures, document and events, object oriented programming ..."
77,10,Javascript Tutorial - Tutorialspoint,https://www.tutorialspoint.com/javascript/index.htm,"JavaScript is a lightweight, interpreted programming language. It is designed for creating network-centric applications. It is complimentary to and ..."
78,10,Learn JavaScript Tutorial - Javatpoint,https://www.javatpoint.com/javascript-tutorial,"JavaScript (js) is a light-weight object-oriented programming language which is used by several websites for scripting the webpages. It is an interpreted, full- ..."
79,10,JavaScript Courses & Tutorials - Codecademy,https://www.codecademy.com/catalog/language/javascript,The JavaScript programming language is fun and flexible. It's one of the core technologies of web development and can be used on both the front-end and the ...
